composer,title,split,performer,model,recording,melody_ioi_corr,acc_ioi_corr,ratio_ioi_corr,melody_ioi_dtw_dist,acc_ioi_dtw_dist,melody_ioi_hist_kld,acc_ioi_hist_kld
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,kong,disklavier,0.4717,0.2118,0.0,538.0,1892.0,1.3982,0.5812
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,T5,disklavier,-0.0304,0.2065,0.0,2110.0,6713.0,2.123,0.5756
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,oaf,disklavier,0.5016,0.2029,0.0,577.0,1891.0,1.1525,7.0403
Chopin,Scherzos_20,validation,Kurz04M,T5,maestro,-0.0116,0.4025,0.0,3741.0,10430.0,0.2775,0.1425
Chopin,Scherzos_20,validation,Kurz04M,oaf,maestro,0.6649,0.5883,0.0,1883.0,5903.0,3.8164,6.746
Chopin,Scherzos_20,validation,Kurz04M,kong,maestro,0.6285,0.5323,0.0,1089.0,3761.0,0.1578,0.0958
Chopin,Scherzos_20,validation,Kurz04M,T5,disklavier,0.0327,0.211,0.0,5140.0,16330.0,0.6935,0.5839
Chopin,Scherzos_20,validation,Kurz04M,oaf,disklavier,0.2631,0.2147,0.0,1701.0,6048.0,3.8443,6.7211
Chopin,Scherzos_20,validation,Kurz04M,kong,disklavier,0.2868,0.2041,0.0,1420.0,5199.0,0.5671,0.5428
Chopin,Scherzos_20,validation,ZhangYunling04M,kong,maestro,0.5724,0.5827,0.0,843.0,2648.0,0.0642,0.0735
Chopin,Scherzos_20,validation,ZhangYunling04M,oaf,maestro,0.772,0.5821,0.0,1604.0,4660.0,2.7703,6.4918
Chopin,Scherzos_20,validation,ZhangYunling04M,T5,maestro,0.0575,0.4809,0.0,2216.0,11339.0,0.2453,0.1247
Chopin,Scherzos_20,validation,ZhangYunling04M,oaf,disklavier,0.2863,0.1945,0.0,1513.0,4535.0,2.7851,6.4065
Chopin,Scherzos_20,validation,ZhangYunling04M,T5,disklavier,-0.0494,0.1871,0.0,2447.0,12526.0,0.5845,0.494
Chopin,Scherzos_20,validation,ZhangYunling04M,kong,disklavier,0.3688,0.1907,0.0,1170.0,3713.0,0.7115,0.4923
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,oaf,maestro,0.6612,0.5612,0.0,312.0,826.0,2.086,6.6136
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,T5,maestro,0.1224,0.3802,0.0,1013.0,1208.0,0.4007,0.134
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,kong,maestro,0.5448,0.319,0.0,148.0,509.0,0.1215,0.1909
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,T5,disklavier,0.0391,0.0328,0.0,572.0,1298.0,0.8668,0.7455
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,kong,disklavier,0.1347,0.0323,0.0,187.0,568.0,0.646,1.0861
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,oaf,disklavier,0.0791,0.0469,0.0,268.0,628.0,2.3356,6.2852
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,kong,maestro,0.482,0.4845,0.0,301.0,808.0,0.1508,0.0991
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,T5,maestro,-0.0134,0.2409,0.0,1510.0,2571.0,0.3865,0.1086
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,oaf,maestro,0.5273,0.4818,0.0,593.0,1290.0,2.8277,6.4663
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,kong,disklavier,0.1603,0.1203,0.0,532.0,849.0,0.5977,0.4535
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,T5,disklavier,-0.0219,0.1071,0.0,1035.0,2394.0,0.4662,0.359
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,oaf,disklavier,0.1141,0.1066,0.0,587.0,1312.0,2.7073,6.2834
