composer,title,split,performer,model,recording,p_no,r_no,f_no
Scriabin,Sonatas_5,train,Na07M,T5,disklavier,0.5726,0.5889,0.5806
Scriabin,Sonatas_5,train,Na07M,kong,disklavier,0.7371,0.7299,0.7335
Scriabin,Sonatas_5,train,Yeletskiy07M,T5,maestro,0.9333,0.8631,0.8968
Scriabin,Sonatas_5,train,Yeletskiy07M,kong,maestro,0.879,0.8443,0.8613
Scriabin,Sonatas_5,train,Yeletskiy07M,oaf,maestro,0.5959,0.5341,0.5633
Scriabin,Sonatas_5,train,Yeletskiy07M,kong,disklavier,0.726,0.7231,0.7246
Scriabin,Sonatas_5,train,Yeletskiy07M,T5,disklavier,0.5523,0.587,0.5691
Scriabin,Sonatas_5,train,Yeletskiy07M,oaf,disklavier,0.7067,0.6064,0.6527
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,oaf,maestro,0.7963,0.7712,0.7835
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,kong,maestro,0.9173,0.9047,0.911
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,T5,maestro,0.9316,0.9084,0.9199
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,kong,disklavier,0.8239,0.83,0.8269
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,T5,disklavier,0.7359,0.7515,0.7436
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,oaf,disklavier,0.6265,0.5991,0.6125
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,kong,maestro,0.8451,0.8367,0.8409
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,T5,maestro,0.8934,0.8729,0.883
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,oaf,maestro,0.8265,0.8065,0.8164
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,T5,disklavier,0.7542,0.7664,0.7603
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,kong,disklavier,0.8106,0.8146,0.8126
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,oaf,disklavier,0.743,0.719,0.7308
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,oaf,maestro,0.7171,0.6907,0.7036
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,kong,maestro,0.8708,0.8573,0.864
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,T5,maestro,0.9188,0.8937,0.9061
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,kong,disklavier,0.8406,0.8434,0.842
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,oaf,disklavier,0.6445,0.6254,0.6348
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,T5,disklavier,0.823,0.8315,0.8273
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,kong,maestro,0.9079,0.8978,0.9028
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,T5,maestro,0.9339,0.913,0.9233
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,oaf,maestro,0.8452,0.8237,0.8343
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,oaf,disklavier,0.032,0.0309,0.0314
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,kong,disklavier,0.8416,0.8468,0.8442
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,T5,disklavier,0.7696,0.7722,0.7709
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,kong,maestro,0.8367,0.8243,0.8304
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,oaf,maestro,0.7379,0.7093,0.7233
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,T5,maestro,0.8615,0.8235,0.8421
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,oaf,disklavier,0.727,0.6702,0.6975
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,T5,disklavier,0.6384,0.6687,0.6532
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,kong,disklavier,0.8027,0.8167,0.8096
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,kong,maestro,0.8645,0.8444,0.8543
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,T5,maestro,0.8862,0.8314,0.8579
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,oaf,maestro,0.7996,0.7502,0.7741
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,kong,disklavier,0.8614,0.8555,0.8584
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,T5,disklavier,0.698,0.7159,0.7068
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,oaf,disklavier,0.7892,0.7368,0.7621
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,oaf,maestro,0.8531,0.8122,0.8322
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,T5,maestro,0.918,0.8705,0.8936
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,kong,maestro,0.8999,0.88,0.8898
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,kong,disklavier,0.7864,0.784,0.7852
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,T5,disklavier,0.6929,0.6952,0.694
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,oaf,disklavier,0.7699,0.7227,0.7455
Chopin,Scherzos_20,validation,Kurz04M,T5,maestro,0.8838,0.8047,0.8424
Chopin,Scherzos_20,validation,Kurz04M,oaf,maestro,0.7864,0.6896,0.7348
Chopin,Scherzos_20,validation,Kurz04M,kong,maestro,0.8752,0.8249,0.8493
Chopin,Scherzos_20,validation,Kurz04M,T5,disklavier,0.6854,0.6752,0.6803
Chopin,Scherzos_20,validation,Kurz04M,oaf,disklavier,0.7708,0.6898,0.7281
Chopin,Scherzos_20,validation,Kurz04M,kong,disklavier,0.8027,0.799,0.8008
Chopin,Scherzos_20,validation,ZhangYunling04M,kong,maestro,0.8643,0.8428,0.8535
Chopin,Scherzos_20,validation,ZhangYunling04M,oaf,maestro,0.8268,0.775,0.8001
Chopin,Scherzos_20,validation,ZhangYunling04M,T5,maestro,0.8876,0.8435,0.865
Chopin,Scherzos_20,validation,ZhangYunling04M,oaf,disklavier,0.8043,0.7541,0.7784
Chopin,Scherzos_20,validation,ZhangYunling04M,T5,disklavier,0.6814,0.6915,0.6864
Chopin,Scherzos_20,validation,ZhangYunling04M,kong,disklavier,0.7964,0.8084,0.8023
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,oaf,maestro,0.5026,0.4848,0.4935
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,T5,maestro,0.8969,0.8835,0.8902
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,kong,maestro,0.8559,0.8517,0.8538
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,T5,disklavier,0.7749,0.783,0.7789
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,kong,disklavier,0.8357,0.8328,0.8342
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,oaf,disklavier,0.743,0.7252,0.734
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,kong,maestro,0.8509,0.8388,0.8448
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,T5,maestro,0.0536,0.0515,0.0526
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,oaf,maestro,0.6696,0.6348,0.6517
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,kong,disklavier,0.8418,0.8378,0.8398
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,T5,disklavier,0.7689,0.7638,0.7664
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,oaf,disklavier,0.4444,0.4195,0.4316
